Food_Item,Moisture_Content,Acidity,Starch_Content,Sugar_Content,Ash_Content,Density,Conductivity,label
Sugar,9.513398056678021,1.3460074785445928,4.289750461585076,18.36543024953045,0.9049024098618654,0.96175235761165,0.17031450595943598,1
Coffee,5.997940588473145,0.5731932195921501,22.845318951524167,39.201303011419085,4.091416129133773,1.2703249205191098,1.2329127691159008,0
Wheat,4.157576612006291,0.6258161336959216,18.54654189948783,19.704723759714785,3.359466381411381,0.8137973764280549,0.5370167908466358,1
Salt,8.077073085265303,0.23157471577721658,3.033680283683707,13.150064411500328,2.663020581368685,0.8728760073892017,0.3290770829768297,1
Wheat,18.972374670425346,0.9095921973946435,2.523204183449923,25.33603417266903,1.8582693722051624,1.3599412597612326,0.24621108309549739,0
Honey,7.817652776373594,0.15031918331543892,21.0290739437736,9.605824751127724,4.398282649984231,0.9249812634380336,1.4229486741684656,1
Salt,11.33823119138059,0.7518372253854442,2.182890190925806,3.0345331243465568,2.0229810263709136,1.2569222754963123,0.7457624311593256,1
Coffee,14.6543412601132,0.8597024885906072,24.655801778710686,5.155188876425969,4.101337253410728,0.9667279467327086,1.4770568659046468,0
Honey,8.545332842827293,0.5011577529795982,21.187266814694887,5.121833558310898,2.2517610519940705,0.8696089749315417,0.2241770475179905,0
Rice,19.49207748897729,0.927166564796615,2.440463419256993,6.076107740491774,1.9470277041820474,0.9702205336996179,0.6990516418781596,1
Sugar,19.324051308958,0.1427003499146692,2.5451314225557575,5.553086905976405,2.367130949781072,1.3055868522989615,1.1250334555131407,0
Coffee,6.532081324856555,0.1522874642489002,29.599187355035262,25.634989792128586,1.5767515834042964,1.3989875276744002,1.6023740131940307,0
Pepper,10.950473106062939,1.2516407849235216,11.228123872683609,7.275203375965793,3.763285962863631,1.3811539051968942,0.7056297555709328,0
Butter,7.415809576701854,0.604266897975768,11.119264412006727,13.826691332954528,2.563329911453148,1.0780284707329184,1.2891936152303174,1
Rice,7.1271288987944175,0.2778847177126387,24.383987017725076,35.87153639624047,1.237842206219405,1.2676595955994523,1.7833577216487555,0
Turmeric,2.6639650523815903,0.8311405640767261,28.417457321515762,18.958465610514892,4.507915409045386,0.9434890067910747,1.2701400575463788,1
Coffee,12.972158011638143,1.1779909743380552,29.580031914686128,26.702309540841085,1.981066984728736,1.0052034111827093,0.5426230020319042,1
Turmeric,11.048222418119506,0.4021494384955804,22.601345557768248,6.8927948480651935,2.7634090194585443,1.427435072964784,0.14636148495742224,1
Salt,2.926617522499808,0.9720466661466003,11.287787565927474,7.691560752346831,4.54171334372628,0.8091013464575153,1.7531878604117668,1
Rice,7.015636356259006,0.21948645099127517,2.505021500960063,1.6347446506591545,3.1587661799785614,0.8598559715981277,0.14041188061573556,0
Sugar,18.348785947399765,0.17235440963605078,23.314407477823103,6.757402522886582,0.6728003994709839,0.9455203786022192,1.761933178099979,1
Pepper,6.312114032005503,0.8438964841954071,16.752127492074152,11.143613561278345,4.705177405706028,0.8185725427116739,1.1049805546517029,0
Cheese,4.608107697642016,0.856889170254149,12.72666027740929,7.080419371069873,3.1757694600499478,0.9270048045628582,1.8842286271745028,0
Pepper,10.810149684996134,0.992401862097489,27.190631552842078,3.5481013502822245,1.7410375118197223,1.2081290926787847,1.6176881479699643,0
Honey,19.741708173990812,1.1165278672117263,3.3359244691845404,4.825434844024032,0.7824331560505976,1.0949971854147487,1.9960748100133412,0
Pepper,6.356994887207008,1.4661929112475485,14.778753128725775,18.43115072130903,3.9907234274244505,1.4248701977538825,0.7663524493582492,1
Juice,14.098439853305814,0.8228204876216734,0.34060934302257206,8.2533487362317,3.1383565040497166,1.3722104932169086,1.5576577489691412,1
Tea,15.709153075916916,0.5521390621177443,14.059819259823788,14.570794441923018,2.7139593506839756,1.0392721461885133,0.86366873585756,0
Cheese,6.2774757918631945,1.2132606726761852,1.6890982704551205,20.136690834194276,4.480073656949693,0.9815964034019048,1.0117636785774269,0
Wheat,15.107894275013471,0.4791651517669039,3.5645374880421574,27.615793145174614,3.964126335000201,1.065784685717087,1.2922603801149033,1
Butter,8.620096388946557,0.7145599889878905,3.5257874033131467,1.5724855936439575,0.8432069106904808,1.2132064597603653,1.7599865169540436,0
Milk,13.38150495068443,0.20983893387917235,19.476309063481906,31.976415956361706,1.6274381321981866,0.9876445485760135,1.9697585914786608,0
Sugar,13.403534793696105,0.1354910407816405,22.3813463779627,25.11601557963631,1.3175967850908823,1.2369042354943938,1.5597194863425845,0
Rice,11.643944313345653,1.447707780549095,17.50106295291479,3.2703612779548763,3.7453368336061175,1.0865881565338684,0.8937568861179341,1
Tea,3.6252158609793494,1.2703721687170881,28.86517645423626,34.94314496427109,0.264308930205319,1.186433026596386,0.9005783043264333,1
Sugar,17.03544492060628,1.074363888531177,11.246117385711122,36.83489602127253,2.892459455869451,1.1052885703947217,1.5014063730188938,0
Rice,7.774041169491245,0.6725341221799778,8.571362588455822,2.44311839419455,3.836047560129384,1.0061260316793423,0.5536765769597745,0
Butter,5.357333187197376,0.3426120480991841,26.057973845683808,11.075105925888149,4.3961516201325725,1.4639173148735098,0.3099008149496498,1
Oil,2.7339525479857505,0.31901185973952045,6.707875155583579,32.24805119172245,1.7762005687079467,1.3345240559118325,0.7737820995174753,1
Oil,12.636072977388352,0.4503400574304335,28.89667618321834,29.930387615346334,4.124160792892863,0.8980792230365169,0.6457540841427553,0
Turmeric,14.196158513161084,0.8689173305885686,0.36463424069449024,7.380840774255093,0.6420955110805154,1.407927583128539,0.6629854288663811,1
Sugar,2.2985809207014105,1.1004342917800873,29.09636480122917,8.373972933468412,4.2476162294991395,1.1412018387746596,0.5438547269948288,0
Oil,11.217675049387058,1.0242763274048237,1.2947973585172834,14.81888411165528,0.7246944454267139,1.426186558825864,0.17997706030908758,0
Juice,6.076923953562883,0.49190745572431993,26.734293410942133,19.380919407640853,2.0467077237458,1.3598986791631207,0.13396047599348623,1
Cheese,13.613110227370097,1.4368113929284718,15.831033272588996,24.730190861211838,4.006747292319813,1.0976494531284635,1.97667254049846,0
Rice,5.138595722089846,1.133055683374076,29.78894388357901,14.756545582790896,0.8345953940089915,0.8157285158240822,0.9127689540981384,1
Turmeric,14.436879285844388,0.8760956735159608,2.213896942061966,18.501388645325918,1.2233318366399435,0.9880741515694623,0.8302206296033952,0
Pepper,8.961236233409673,0.9564090447280931,16.615628532039622,29.89883752535026,3.639037585126025,1.1791439502626069,1.3913298371168328,0
Rice,18.86113979726122,0.6874400873989058,29.07907606857297,1.467328115623916,3.6281790290757647,1.243434753878303,0.5146823869436219,1
Turmeric,4.4753769946278785,0.44682338530162047,15.692935325104465,10.09747777376083,3.241623401137957,0.9805213798032416,1.9049262495054282,0
Butter,8.139194318904654,0.5983617501117662,18.881959144057877,28.533983435382098,3.5003473778887906,0.8975492518509769,1.594055527389549,1
Sugar,4.042523382330604,1.1609845546501167,20.872460669538516,35.808273507487975,2.7593497724032217,1.3844511657595095,0.26988090439329304,0
Butter,18.64448512901413,0.12015088408165822,13.636231943033197,20.467097684626644,1.3338153886440687,1.4890815264924866,0.8934034739913638,0
Cheese,17.792108360857657,0.2625016967096827,18.8267424025219,21.284539410612627,1.7939103681692055,1.1679831276118802,1.770324784368113,0
Cheese,6.642949298872801,0.16440369883045386,17.529429357693008,4.286880453591042,0.9898288123269858,0.9201755000938124,1.8949908423536796,1
Tea,13.879712828615222,0.15702032324655818,27.03474031472967,17.896494672938186,4.5514077505347785,0.9906151285635583,0.9880628713747525,0
Butter,16.709999603621885,1.29764481761541,1.3633914102437361,21.304690658200926,2.9586197943539907,0.8128734735832268,1.2654816395003448,1
Honey,11.993614608790322,1.085121003132033,8.428895687766909,9.698820145389186,2.0641719421418356,1.4400091645923494,0.41736449757494287,0
Pepper,11.533710410408117,0.7638433607222552,28.51234452229676,10.769729237975238,2.36382843785625,0.8824257580230989,1.9832203896602554,1
Coffee,6.353341236208131,0.23696782491140206,26.70791351672749,15.091366524184906,4.741688364097895,1.2035615328599776,0.5401762326285424,0
Butter,3.675849820506186,0.7882622251635653,13.669702583571388,0.8028479111090547,0.851421875268793,0.9918386544810442,1.8911903708567388,1
Tea,18.149883643159882,0.7628604790927919,18.603977934046103,12.883166623327131,2.972526176882307,1.1879246017610554,1.3343286330855002,1
Salt,18.207525028939948,0.34248261787402123,8.32143548943398,8.457920279861785,2.5788545265338834,1.2559942718463049,1.2546999102698324,1
Juice,13.395826230918823,0.7073923089331622,5.64363479171284,13.099894087116585,3.096125753629775,1.380819262595041,1.0741081709313662,1
Rice,8.102536238876613,0.6579066281563227,13.910952148199465,4.790485272770049,0.1887399007221185,0.9444948902324223,0.5382726422637415,1
Cheese,8.285772343027896,0.962190137273103,10.600566840781585,35.6210912295958,4.373407153826342,0.8076970800609363,0.43540326081046565,1
Salt,15.067202219664308,0.9891311112147012,17.509683355526164,23.743698142161946,4.667379584169701,0.8958199410481651,0.5189237972333332,0
Tea,18.147984679146386,0.16342561368086234,2.3320391089495454,27.164092765779586,2.869152599587124,1.4300130492936736,0.4542326980740836,0
Turmeric,17.96755563677211,0.6244576604770596,29.231844229984993,31.566849544293532,3.5135890369967724,1.4117230542937607,1.5812104997768313,1
Coffee,16.037759825437227,0.9762038819999308,29.586322334388086,19.93768795716229,4.6202469677687485,1.218189171519216,0.7652379924167871,1
Pepper,13.55656963077718,0.8043907620121227,20.944851420592354,3.4768115234969477,3.5654693081356537,1.2203618023035574,0.2099010854704531,1
Pepper,3.5145193699108788,1.2990857776636513,16.082890990323612,21.484261672741912,0.8474413102798807,1.2655256721823789,1.9412949972675415,0
Pepper,4.909316853703048,1.022171084266523,9.285828488589832,23.473644720835164,2.923812964817385,0.9227598950364148,1.7791931814305089,0
Juice,18.173975393487428,0.3281081979140016,24.413850591208462,29.8175789673732,3.0729037272759943,1.4400883621474718,1.8627293380709047,0
Coffee,12.915723073872618,0.19879624636060178,20.541935176616377,17.266381849187177,2.1782402893816917,1.0931393674244512,1.990324863028227,1
Juice,2.1655469290993334,0.9993869894888417,4.8785081803467385,5.10321211182255,3.7085767545611423,1.0681969697746483,0.4304009735170259,0
Cheese,3.826487771588578,0.13711583475827055,27.327815534815272,11.351036231948978,4.678398372368172,1.1632423936979863,0.8528598359150515,0
Juice,13.943031843945004,0.9200858137828486,24.67611728769507,14.523291855945404,4.635285713243204,0.8328761767425386,1.5406531038377735,0
Milk,2.0911085092319364,1.4163223379949406,28.49399739875772,25.83668965326405,2.3091129198802474,0.9163983581292556,1.4224391743022053,0
Coffee,4.8945449255149756,0.9056638490262304,21.771585251650798,22.831132186756477,0.6548664246197008,1.3166235314984593,0.3924022220457246,0
Honey,11.87720820859855,0.6434378966891307,18.402455878073695,14.24386903591385,4.925721874915439,0.8579590675475885,1.6500829374821737,0
Coffee,14.454113558468478,1.0006035058192944,12.547291088718566,39.460609951719185,4.210600623585077,1.2222064766264717,0.5264370864896553,1
Tea,13.73530267104681,0.7415540466881232,27.981854500620397,24.230992774275485,0.7108471378960075,0.9717443767769247,0.5252534681629838,0
Milk,6.036847570290076,0.8638635050423088,25.98191668501225,9.48907166943978,4.6121252248251245,1.0725069298293837,1.1202514034974858,0
Pepper,14.819225984255645,1.4180507322871352,1.3565601031856822,4.07129890481615,4.362492174104428,1.00208561573949,1.226585876199236,0
Tea,6.270483574942402,0.6405436929210839,0.7910092349175601,6.114365567373281,2.6423064799177536,1.0489709015254645,1.2021637948918413,0
Tea,7.857194566866819,1.4456667893534798,11.293901006341487,9.838309135380324,2.9972496351501534,1.3033321336289718,0.27382499105573427,0
Cheese,15.436845292124435,1.3674908987384893,24.316599923454987,6.427254930382227,2.0551132489636386,1.0079852009362225,1.7671756389977227,0
Chili Powder,13.693392182849864,0.37410758870501504,29.618283879448335,7.4626809620522305,0.3683320302279536,1.196483248207828,0.6046400809185415,1
Wheat,17.2860213888952,0.19710582122523163,4.5125067331058455,11.403806747753883,1.7424664840649147,1.1332352815393698,0.34607835043732793,0
Milk,13.83703206140618,0.2410892019283973,17.823921460564055,6.934943811790193,4.033981898130256,1.2645698157538536,1.7886213517510567,1
Tea,12.229554860038489,0.1255105559121696,11.426725698930646,35.870616985057005,0.12269691272255401,1.4557808175273306,1.9157378466365313,1
Wheat,3.6861458209056646,0.23222014505829974,29.097431934438095,3.2093498264656883,1.7341459412866067,1.3128004680471752,1.7380424728043562,1
Wheat,8.618884455069804,1.0562094827828996,25.26356769407126,20.980455582810187,2.051026598595622,0.9504582650135298,1.6380805419772684,0
Milk,6.773642618271058,0.1996641078443206,25.149861141334135,16.41587307958646,2.7332384543958224,0.8218281945428993,1.3449597632141412,0
Chili Powder,6.391813580823504,0.5465658824112658,14.060794793849109,39.29514467634426,4.607292520422527,0.9835848310098776,1.1466290041573648,0
Salt,19.51418998554402,1.2828254353572364,12.444585070129955,4.481556086722094,1.7970953723932104,1.2165545514901783,0.26527484383167926,0
Turmeric,9.075759044001687,0.1325807100301562,8.202212157921187,15.914223961829666,1.800070689291516,0.8359980694389753,0.8760611048343275,1
